lr,ag,lc,dt,cr,rg,rc,tg,tc,cc,wd,ld,fd,dw,py,mt,mn,p1,p2,pd,pf,wk1mc,wk2mc,w1,w2,w3,w4,w5,w1t,w2t,w3t,w4t,w5t,dc,lt,ll3,ll2,ll1,d2l,d1l,lbx,sr,adj1,adj8,ad1,ad8,iw,al,ldiv
L3,4,B,1200,B,a2,r4,g3,t10,0,-5,0,1.7,2,0,0,0,0,0,0,5,0,0,0,0,0,0,22.2,FALSE,FALSE,FALSE,FALSE,TRUE,dd,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0
L2,4,B,1200,B,a2,r4,g3,t10,0,-5,0,1.7,2,0,0,0,0,0,0,5,0,0,0,0,0,0,22.2,FALSE,FALSE,FALSE,FALSE,TRUE,dd,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0
L1,4,B,1200,B,a2,r4,g3,t10,0,-5,2,1.7,2,0,0,0,3,1,1,5,0,0,0,0,0,0,22.2,FALSE,FALSE,FALSE,FALSE,TRUE,tz,25,-1,-1.25,-0.5,0.5,0.75,-1.81,3,22.26,42.8,22.41,42.95,18.3,127,20
L1,5,B,1200,B,g4,r30,g1,t23,0,10,-3,9.6,9,0,0,0,0,-5,-5,1,0,0,0,0,0,22.8,0,FALSE,FALSE,FALSE,TRUE,FALSE,dd,15,-0.75,-0.5,-4.25,-3.5,-3.75,-0.21,12,23.48,46.54,23.18,46.24,1.4,126,11
L3,5,B,1200,B,g4,r30,g1,t23,0,10,1,9.6,9,0,0,0,0,-1,-1,1,0,0,0,0,0,22.8,0,FALSE,FALSE,FALSE,TRUE,FALSE,dd,99,1.75,1.5,-0.12,-1.87,-1.62,-0.1,10,22.59,45.71,23.25,46.37,0,126,3.9
L2,5,B,1200,B,g4,r30,g1,t23,0,10,-2,9.6,9,0,0,0,0,-3,-3,1,0,0,0,0,0,22.8,0,FALSE,FALSE,FALSE,TRUE,FALSE,dd,85,-0.5,-0.5,-1.75,-1.25,-1.25,-2.18,9,24.43,46.8,24.49,46.86,0,126,2.3
L2,4,B,1200,B,a1,r1,g1,t2,0,-4,-2,5.4,8,0,10,23.5,-1,-6,-6,3,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,tc,92,-1.25,-1.5,-5.5,-4.25,-4,-1.79,12,23.88,46.06,23.91,46.09,11.6,126,17
L3,4,B,1200,B,a1,r1,g1,t2,0,-4,-7,5.4,8,0,10,23.5,1,0,0,9,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,dd,113,-5,-4,-5.25,-0.25,-1.25,-0.8,6,23.25,45.91,23.25,45.91,7.6,126,13
L1,4,B,1200,B,a1,r1,g1,t2,0,-4,0,5.4,8,0,10,23.5,-3,2,2,7,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,tz,25,-1,-2.25,-2.75,-1.75,-0.5,-1.86,5,22.44,43.14,22.56,43.26,31.6,126,37
L3,4,B,1200,B,g1,r14,g3,t13,0,0,0,46,7,0,0,0,0,0,0,5,0,0,0,0,22.3,0,22.8,FALSE,FALSE,TRUE,FALSE,TRUE,dd,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0
L2,4,B,1200,B,g1,r14,g3,t13,0,0,0,46,7,0,0,0,0,0,0,5,0,0,0,0,22.3,0,22.8,FALSE,FALSE,TRUE,FALSE,TRUE,dd,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0
L1,4,B,1200,B,g1,r14,g3,t13,0,0,0,46,7,0,0,0,0,0,0,5,0,0,0,0,22.3,0,22.8,FALSE,FALSE,TRUE,FALSE,TRUE,dd,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0
L2,4,B,1200,B,g1,r15,g1,t3,0,0,0,6.4,4,0,0,0,0,0,0,5,0,0,0,0,0,0,21.9,FALSE,FALSE,FALSE,FALSE,TRUE,dd,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0
L3,4,B,1200,B,g1,r15,g1,t3,0,0,0,6.4,4,0,0,0,0,0,0,5,0,0,0,0,0,0,21.9,FALSE,FALSE,FALSE,FALSE,TRUE,dd,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0
L1,4,B,1200,B,g1,r15,g1,t3,0,0,0,6.4,4,0,0,0,0,0,0,5,0,0,0,0,0,0,21.9,FALSE,FALSE,FALSE,FALSE,TRUE,dd,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0
L3,4,B,1200,B,g1,r13,g3,t11,0,0,0,34,6,0,7,21.6,0,0,0,5,0,0,0,0,22.8,0,22.7,FALSE,FALSE,TRUE,FALSE,TRUE,dd,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0
L1,4,B,1200,B,g1,r13,g3,t11,0,0,0,34,6,0,7,21.6,0,0,0,5,0,0,0,0,22.8,0,22.7,FALSE,FALSE,TRUE,FALSE,TRUE,dd,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0
L2,4,B,1200,B,g1,r13,g3,t11,0,0,0,34,6,0,7,21.6,0,0,0,5,0,0,0,0,22.8,0,22.7,FALSE,FALSE,TRUE,FALSE,TRUE,dd,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0
L1,7,B,1200,B,g2,r17,g3,t12,0,5,3,20,3,0,0,0,-1,0,0,11,0,0,0,0,0,0,22.5,FALSE,FALSE,FALSE,FALSE,TRUE,tc,25,-8,-8,-10.5,-2.5,-2.5,-1.06,10,23.81,46.32,23.66,46.17,65,120,85
L2,7,B,1200,B,g2,r17,g3,t12,0,5,-4,20,3,0,0,0,-2,-3,0,9,0,0,0,0,0,0,22.5,FALSE,FALSE,FALSE,FALSE,TRUE,ss,88,-4.75,-4.75,-11.5,-6.75,-6.75,-0.51,10,23.27,46.48,23.6,46.81,31,120,51
L3,7,B,1200,B,g2,r17,g3,t12,0,5,-7,20,3,0,0,0,-1,-2,-2,7,0,0,0,0,0,0,22.5,FALSE,FALSE,FALSE,FALSE,TRUE,tc,116,-3.5,-5,-6.25,-2.75,-1.25,-1.72,8,23.75,46.2,23.96,46.41,0,120,24
L1,6,B,1200,B,g2,r16,g5,t19,0,15,-4,12,1,0,0,0,0,-10,-10,1,0,0,0,0,22.8,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,dd,134,-0.5,-0.75,-12.5,-12,-11.75,-1.61,12,25.35,48.76,24.9,48.31,0,119,4.6
L2,6,B,1200,B,g2,r16,g5,t19,0,15,-4,12,1,0,0,0,-1,-1,-1,3,0,0,0,0,22.8,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,dd,162,-0.5,-1,-1,-0.5,0,-0.92,10,24.37,47.31,23.74,46.68,0,119,14
L3,6,B,1200,B,g2,r16,g5,t19,0,15,-1,12,1,0,0,0,-1,-7,-7,1,0,0,0,0,22.8,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,dd,309,0.06,-0.75,-4.75,-4.81,-4,-1.5,11,24.69,47.43,24.21,46.95,13,119,25
L3,4,B,1200,B,a4,r3,g5,t21,0,6,-10,40,5,0,0,0,3,-1,-1,7,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,dd,253,-4.75,-5.75,-5,-0.25,0.75,-1.04,6,23.47,46.02,23.29,45.84,0,115,45
L2,4,B,1200,B,a4,r3,g5,t21,0,6,-10,40,5,0,0,0,-3,-1,-1,9,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,tc,228,-2.5,-3.75,-6,-3.5,-2.25,-0.53,9,23.69,46.7,23.24,46.25,0,115,83
L1,4,B,1200,B,a4,r3,g5,t21,0,6,-8,40,5,0,0,0,-1,-2,-2,9,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,dd,99,-6.5,-6.5,-15.25,-8.75,-8.75,-1.48,12,24.54,47.66,24.36,47.48,0,115,34
L3,6,B,1200,B,g4,r30,g1,t23,0,5,5,14,1,0,6,22.4,1,2,2,5,0,0,0,0,0,0,22.2,FALSE,FALSE,FALSE,FALSE,TRUE,dd,99,-5.25,-3.5,-0.25,5,3.25,0.16,4,22.74,45.58,22.83,45.67,0,131,7.1
L2,6,B,1200,B,g4,r30,g1,t23,0,5,0,14,1,0,6,22.4,-1,2,2,7,0,0,0,0,0,0,22.2,FALSE,FALSE,FALSE,FALSE,TRUE,dd,85,-3,-3.75,-2.75,0.25,1,0.04,3,22.95,46,23.01,46.06,0,131,2.7
L1,6,B,1200,B,g4,r30,g1,t23,0,5,4,14,1,0,6,22.4,0,0,0,5,0,0,0,0,0,0,22.2,FALSE,FALSE,FALSE,FALSE,TRUE,dd,22,-2.25,-2,-1.5,0.75,0.5,-0.64,8,23.6,46.29,23.45,46.14,0,131,13
L1,4,B,1200,B,g2,r17,g1,t2,0,4,3,10,2,0,0,0,0,4,4,5,0,0,0,0,0,0,22.5,FALSE,FALSE,FALSE,FALSE,TRUE,dd,15,-2.75,-4.25,-2.75,0,1.5,-0.35,3,23.37,46.18,23.25,46.06,0,130,13
L3,4,B,1200,B,g2,r17,g1,t2,0,4,3,10,2,0,0,0,0,5,5,11,0,0,0,0,0,0,22.5,FALSE,FALSE,FALSE,FALSE,TRUE,tc,116,-8.5,-8.75,-11.25,-2.75,-2.5,-0.48,2,23.31,46.08,23.34,46.11,0,130,11
L2,4,B,1200,B,g2,r17,g1,t2,0,4,1,10,2,0,0,0,0,1,-1,11,0,0,0,0,0,0,22.5,FALSE,FALSE,FALSE,FALSE,TRUE,gs,99,-10.25,-9.25,-12.25,-2,-3,-0.17,10,24.36,48.22,24.06,47.92,0,130,9.5
L2,4,B,1200,B,g1,r15,g1,t3,0,0,0,3,9,0,0,0,0,0,0,5,3,0,0,0,0,0,22.8,TRUE,FALSE,FALSE,TRUE,TRUE,dd,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0
L3,4,B,1200,B,g1,r15,g1,t3,0,0,0,3,9,0,0,0,0,0,0,5,3,0,0,0,0,0,22.8,TRUE,FALSE,FALSE,TRUE,TRUE,dd,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0
L1,4,B,1200,B,g1,r15,g1,t3,0,0,0,3,9,0,0,0,0,0,0,5,3,0,0,0,0,0,22.8,TRUE,FALSE,FALSE,TRUE,TRUE,dd,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0
L3,4,B,1200,B,g1,r13,g2,t6,0,0,0,5.7,4,0,0,0,0,0,0,5,0,0,0,0,0,0,22.7,FALSE,FALSE,TRUE,FALSE,TRUE,dd,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0
L2,4,B,1200,B,g1,r13,g2,t6,0,0,0,5.7,4,0,0,0,0,0,0,5,0,0,0,0,0,0,22.7,FALSE,FALSE,TRUE,FALSE,TRUE,dd,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0
L1,4,B,1200,B,g1,r13,g2,t6,0,0,0,5.7,4,0,0,0,0,0,0,5,0,0,0,0,0,0,22.7,FALSE,FALSE,TRUE,FALSE,TRUE,dd,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0
L1,7,B,1200,B,a1,r2,g5,t19,0,8,-4,7.7,3,0,0,0,-1,-12,-12,1,0,0,0,0,22.3,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,tc,81,0.75,-0.06,-16.5,-17.25,-16.44,-2.68,14,25.47,48.14,25.23,47.9,73.3,117,81
L2,7,B,1200,B,a1,r2,g5,t19,0,8,-13,7.7,3,0,0,0,1,-10,-10,3,0,0,0,0,22.3,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,tc,102,-1.75,-1.25,-6.5,-4.75,-5.25,-1.1,14,23.43,45.97,23.25,45.79,6.3,117,14
L3,7,B,1200,B,a1,r2,g5,t19,0,8,-14,7.7,3,0,0,0,-1,-7,-7,5,0,0,0,0,22.3,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,tc,145,-2.25,-2.5,-17.5,-15.25,-15,-3.09,12,24.94,47.09,24.82,46.97,0,117,6.6
L1,5,B,1200,B,g2,r18,g3,t11,0,-14,4,3.2,8,1,14,22.9,0,-1,-1,5,2,0,0,0,0,0,21.9,TRUE,FALSE,FALSE,FALSE,TRUE,tc,25,-2,-1.75,-3.5,-1.5,-1.75,-0.17,8,22.72,45.57,23.14,45.99,0,127,4.7
L3,5,B,1200,B,g2,r18,g3,t11,0,-14,5,3.2,8,1,14,22.9,0,2,2,3,2,0,0,0,0,0,21.9,TRUE,FALSE,FALSE,FALSE,TRUE,tc,96,-4,-3,-0.5,3.5,2.5,-0.24,6,22.56,44.85,22.68,44.97,0,127,7.5
L2,5,B,1200,B,g2,r18,g3,t11,0,-14,3,3.2,8,1,14,22.9,-1,0,0,5,2,0,0,0,0,0,21.9,TRUE,FALSE,FALSE,FALSE,TRUE,tc,81,-2.5,-2,-5,-2.5,-3,-0.61,9,23.17,45.76,23.29,45.88,8.8,127,12
L1,4,B,1200,B,a3,r5,g3,t10,0,18,3,106,7,0,4,23.2,-1,3,3,9,0,0,0,0,0,0,22.2,FALSE,FALSE,FALSE,FALSE,TRUE,dd,18,-4,-6.5,-10,-6,-3.5,-0.94,7,24.26,46.95,23.72,46.41,56,126,162
L3,4,B,1200,B,a3,r5,g3,t10,0,18,0,106,7,0,4,23.2,0,0,0,5,0,0,0,0,0,0,22.2,FALSE,FALSE,FALSE,FALSE,TRUE,dd,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0
L2,4,B,1200,B,a3,r5,g3,t10,0,18,3,106,7,0,4,23.2,0,2,2,11,0,0,0,0,0,0,22.2,FALSE,FALSE,FALSE,FALSE,TRUE,dd,85,-9.5,-7,-5,4.5,2,-2.07,5,24.82,46.79,24.13,46.1,49,126,155
L3,5,B,1200,B,g1,r14,g3,t12,0,-7,-1,13,5,0,0,0,0,7,7,11,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,tc,102,-7.5,-5.75,-3.5,4,2.25,-0.1,1,22.41,44.75,22.41,44.75,111,125,124
L1,5,B,1200,B,g1,r14,g3,t12,0,-7,1,13,5,0,0,0,1,3,3,9,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,dd,18,-4.5,-6.25,-7.25,-2.75,-1,-0.68,5,23.07,45.64,23.28,45.85,0,125,18
L2,5,B,1200,B,g1,r14,g3,t12,0,-7,-3,13,5,0,0,0,-2,1,1,7,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,tc,81,-3.5,-3.25,-2.75,0.75,0.5,-0.41,6,22.85,45.35,22.82,45.32,0,125,17
L1,4,B,1200,B,a4,r10,g4,t15,0,-8,1,198,6,0,0,0,0,0,0,11,0,0,0,0,0,0,22.7,FALSE,FALSE,FALSE,FALSE,TRUE,tc,11,-7,-7.5,-13,-6,-5.5,-1.19,12,23.32,45.66,23.56,45.9,62,118,260
L2,4,B,1200,B,a4,r10,g4,t15,0,-8,-6,198,6,0,0,0,0,0,0,11,0,0,0,0,0,0,22.7,FALSE,FALSE,FALSE,FALSE,TRUE,gz,22,-7.25,-13.5,-16,-8.75,-2.5,-1.3,11,22.89,45.2,23.43,45.74,-42,118,156
L3,4,B,1200,B,a4,r10,g4,t15,0,-8,-4,198,6,0,0,0,-2,1,1,11,0,0,0,0,0,0,22.7,FALSE,FALSE,FALSE,FALSE,TRUE,tz,88,-4,-5,-12.25,-8.25,-7.25,-2.58,11,22.27,42.65,22.84,43.22,-19,118,179
L3,5,B,1200,B,a3,r6,g2,t8,0,9,-8,101,10,0,0,0,-1,1,1,11,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,dd,113,-5.25,-5.25,-6.75,-1.5,-1.5,-0.65,8,23.11,45.93,23.23,46.05,0,116,31
L2,5,B,1200,B,a3,r6,g2,t8,0,9,-3,101,10,0,0,0,-1,1,1,11,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,dd,92,-7.5,-8,-16.5,-9,-8.5,-2.99,11,25.46,48.05,25.49,48.08,0,116,82
L1,5,B,1200,B,a3,r6,g2,t8,0,9,-1,101,10,0,0,0,-1,2,2,11,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,tc,11,-8,-6.75,-5.25,2.75,1.5,-0.01,7,22.84,45.43,22.57,45.16,0,116,58
L2,4,B,1200,B,g1,r15,g1,t2,1,8,2,1.2,3,0,7,23.6,2,8,8,9,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,tc,81,-6,-4.25,4,10,8.25,0.36,1,22.12,44.51,22.09,44.48,0,133,1.4
L3,4,B,1200,B,g1,r15,g1,t2,1,8,6,1.2,3,0,7,23.6,1,9,9,11,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,tc,102,-5.75,-5.75,-0.5,5.25,5.25,0.96,1,21.72,44.22,21.72,44.22,0,133,3.9
L1,4,B,1200,B,g1,r15,g1,t2,0,8,9,1.2,3,0,7,23.6,2,5,5,7,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,tc,18,-3.25,-2.5,1.5,4.75,4,0,1,22.76,45.01,22.52,44.77,0,133,1.4
L3,5,B,1200,B,a2,r7,g2,t9,0,8,0,29,5,0,0,0,0,0,0,5,0,1,0,0,0,0,23.1,FALSE,TRUE,FALSE,FALSE,TRUE,dd,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0
L2,5,B,1200,B,a2,r7,g2,t9,0,8,-3,29,5,0,0,0,0,-2,-8,3,0,1,0,0,0,0,23.1,FALSE,TRUE,FALSE,FALSE,TRUE,ss,116,-1,-3,-19.5,-18.5,-16.5,-3.36,13,27.35,51.34,27.26,51.25,34,130,63
L1,5,B,1200,B,a2,r7,g2,t9,0,8,-2,29,5,0,0,0,1,-1,-12,1,0,1,0,0,0,0,23.1,FALSE,TRUE,FALSE,FALSE,TRUE,ss,25,0.25,-0.06,-12,-12.25,-11.94,-2.28,14,25.42,48.38,25.18,48.14,171,130,200
L3,5,B,1200,B,g1,r13,g2,t5,0,17,2,9,2,1,0,0,0,0,8,9,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,ss,137,-7.5,-3.75,-0.5,7,3.25,-0.1,1,23.31,45.74,22.59,45.02,9,123,18
L1,5,B,1200,B,g1,r13,g2,t5,0,17,-2,9,2,1,0,0,0,8,8,11,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,dd,78,-7,-6.75,-1,6,5.75,0.29,2,22.77,45.38,22.26,44.87,0,123,8.4
L2,5,B,1200,B,g1,r13,g2,t5,0,17,0,9,2,1,0,0,-2,-1,-2,9,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,ss,102,-4.75,-5.25,-7.75,-3,-2.5,-0.3,9,23.88,47.1,23.52,46.74,3,123,12
L1,5,B,1200,B,g1,r14,g2,t8,0,0,0,5.9,1,1,0,0,1,4,4,7,0,0,0,0,0,0,22.2,FALSE,FALSE,FALSE,FALSE,TRUE,tz,25,-2.5,-2.5,-2,0.5,0.5,-2.14,4,22.48,42.82,22.48,42.82,0,121,8.5
L2,5,B,1200,B,g1,r14,g2,t8,0,0,-5,5.9,1,1,0,0,-1,-2,-2,5,0,0,0,0,0,0,22.2,FALSE,FALSE,FALSE,FALSE,TRUE,dd,78,-3.25,-4.5,-2.5,0.75,2,-0.06,8,23.03,45.88,22.76,45.61,0,121,6.7
L3,5,B,1200,B,g1,r14,g2,t8,0,0,-5,5.9,1,1,0,0,-1,-1,-1,3,0,0,0,0,0,0,22.2,FALSE,FALSE,FALSE,FALSE,TRUE,tc,96,-1.5,-2.5,-3.5,-2,-1,-0.62,6,23.27,45.47,22.67,44.87,0,121,8
L2,4,B,1200,B,a3,r6,g3,t10,0,-6,-3,22,6,1,4,23.2,1,7,7,11,0,0,0,0,0,0,23.9,FALSE,FALSE,FALSE,FALSE,TRUE,tc,81,-5.75,-4.5,-2,3.75,2.5,-0.01,3,22.49,44.91,22.34,44.76,119,116,141
L3,4,B,1200,B,a3,r6,g3,t10,0,-6,-5,22,6,1,4,23.2,0,-1,-6,3,0,0,0,0,0,0,23.9,FALSE,FALSE,FALSE,FALSE,TRUE,ss,102,-2,-2,-6.5,-4.5,-4.5,-0.67,11,23.36,46.5,23.66,46.8,66,116,88
L1,4,B,1200,B,a3,r6,g3,t10,0,-6,-3,22,6,1,4,23.2,0,1,1,9,0,0,0,0,0,0,23.9,FALSE,FALSE,FALSE,FALSE,TRUE,tc,18,-5,-4.25,-5.5,-0.5,-1.25,-0.59,5,22.57,44.82,22.75,45,0,116,22
L3,3,B,1200,B,g2,r16,g2,t5,0,1,2,32,7,0,0,0,0,9,9,11,0,0,0,0,0,0,22.1,FALSE,FALSE,FALSE,FALSE,TRUE,tz,92,-3,-4.25,-4,-1,0.25,-1.75,3,22.04,42.57,22.34,42.87,0,116,38
L1,3,B,1200,B,g2,r16,g2,t5,0,1,1,32,7,0,0,0,-1,-2,-2,5,0,0,0,0,0,0,22.1,FALSE,FALSE,FALSE,FALSE,TRUE,dd,22,-2.25,-3.5,-4.25,-2,-0.75,-1.15,9,23.87,46.53,23.84,46.5,0,116,12
L2,3,B,1200,B,g2,r16,g2,t5,0,1,5,32,7,0,0,0,0,1,1,7,0,0,0,0,0,0,22.1,FALSE,FALSE,FALSE,FALSE,TRUE,tc,81,-3,-3.5,-2.5,0.5,1,0.05,5,22.74,45.44,22.8,45.5,0,116,23
L3,7,B,1200,B,g4,r29,g4,t15,0,-1,-2,41,4,0,0,0,0,-2,-2,3,0,0,0,0,0,0,22.4,FALSE,FALSE,FALSE,FALSE,TRUE,dd,85,-2.75,-1.75,-5.5,-2.75,-3.75,-1.23,7,23.76,46.53,23.94,46.71,0,116,14
L2,7,B,1200,B,g4,r29,g4,t15,0,-1,-2,41,4,0,0,0,0,6,6,9,0,0,0,0,0,0,22.4,FALSE,FALSE,FALSE,FALSE,TRUE,dd,22,-5.25,-6.75,-2.75,2.5,4,-0.1,2,22.56,45.17,22.65,45.26,0,116,80
L1,7,B,1200,B,g4,r29,g4,t15,0,-1,-3,41,4,0,0,0,2,1,1,7,0,0,0,0,0,0,22.4,FALSE,FALSE,FALSE,FALSE,TRUE,dd,15,-6.25,-5.5,-3.75,2.5,1.75,0.18,4,22.47,45.24,22.5,45.27,0,116,18
L2,6,B,1200,B,g1,r14,g3,t12,-1,9,17,5.1,10,1,0,0,1,3,3,7,0,0,0,0,0,0,22.1,FALSE,FALSE,FALSE,FALSE,TRUE,tc,81,-3.5,-3.25,-4.25,-0.75,-1,-0.24,5,23.44,46.07,23.38,46.01,7.9,133,13
L3,6,B,1200,B,g1,r14,g3,t12,0,9,0,5.1,10,1,0,0,1,-1,-1,3,0,0,0,0,0,0,22.1,FALSE,FALSE,FALSE,FALSE,TRUE,dd,141,-1.25,-1.25,-0.06,1.19,1.19,-1.08,5,23.98,46.79,23.89,46.7,0,133,2.4
L1,6,B,1200,B,g1,r14,g3,t12,-1,9,22,5.1,10,1,0,0,0,-4,-4,1,0,0,0,0,0,0,22.1,FALSE,FALSE,FALSE,FALSE,TRUE,dd,22,0.75,1.25,-5,-5.75,-6.25,-1.98,10,25.34,47.77,25.07,47.5,0,133,9.5
L2,4,B,1200,B,g1,r13,g3,t13,-1,-14,17,3.2,7,1,7,22.5,1,-7,-7,5,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,tc,81,-2.5,-1.25,-10.25,-7.75,-9,-1.66,12,24.88,47.35,24.64,47.11,282.8,132,286
L3,4,B,1200,B,g1,r13,g3,t13,-1,-14,19,3.2,7,1,7,22.5,2,0,0,11,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,dd,92,-7.75,-7.25,-10.75,-3,-3.5,-2.34,9,26.06,48.49,25.34,47.77,83.8,132,87
L1,4,B,1200,B,g1,r13,g3,t13,0,-14,0,3.2,7,1,7,22.5,0,3,3,5,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,tc,25,-3,-2,-0.5,2.5,1.5,-1.05,5,23,45.37,23.42,45.79,9.8,132,13
L3,4,B,1200,B,g2,r16,g1,t2,-1,9,9,13,2,0,0,0,1,-7,-7,3,0,0,0,0,0,0,24,FALSE,FALSE,FALSE,FALSE,TRUE,dd,127,-0.5,-1.25,-13.5,-13,-12.25,-3.36,10,25.86,47.91,25.68,47.73,35,131,48
L2,4,B,1200,B,g2,r16,g1,t2,-1,9,21,13,2,0,0,0,0,-3,-3,5,0,0,0,0,0,0,24,FALSE,FALSE,FALSE,FALSE,TRUE,gz,22,-2,-2.75,-5.25,-3.25,-2.5,-2.2,12,24.14,45.57,24.26,45.69,40,131,53
L1,4,B,1200,B,g2,r16,g1,t2,-1,9,18,13,2,0,0,0,-1,2,2,9,0,0,0,0,0,0,24,FALSE,FALSE,FALSE,FALSE,TRUE,tc,11,-2.75,-3.75,-5.5,-2.75,-1.75,-0.5,7,23.73,46.15,23.46,45.88,68,131,81
L3,4,B,1200,B,a1,r2,g5,t21,-1,8,0,92,9,1,0,0,-2,-2,-2,11,0,0,0,0,0,0,23,FALSE,FALSE,FALSE,FALSE,TRUE,tc,158,-5.75,-6.25,-12.5,-6.75,-6.25,-1.52,14,24.49,47.16,24.19,46.86,356,120,448
L2,4,B,1200,B,a1,r2,g5,t21,-1,8,2,92,9,1,0,0,-1,4,4,11,0,0,0,0,0,0,23,FALSE,FALSE,FALSE,FALSE,TRUE,dd,88,-4,-6.75,-10,-6,-3.25,-1.27,6,24.13,47.11,24.31,47.29,0,120,42
L1,4,B,1200,B,a1,r2,g5,t21,0,8,-12,92,9,1,0,0,-1,1,-2,9,0,0,0,0,0,0,23,FALSE,FALSE,FALSE,FALSE,TRUE,ss,18,-10.5,-7,-8.25,2.25,-1.25,-2.08,7,24.52,47.08,24.28,46.84,0,120,63
L2,7,B,1200,B,g3,r24,g4,t16,-1,-10,11,56,8,1,0,0,-1,0,5,11,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,ss,109,-5.25,-4.5,-8.25,-3,-3.75,-0.77,6,23.9,46.85,24.05,47,0,130,18
L1,7,B,1200,B,g3,r24,g4,t16,-1,-10,16,56,8,1,0,0,-1,0,0,11,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,dd,85,-5.5,-8,-12.25,-6.75,-4.25,-0.51,11,24.02,47.35,24.32,47.65,0,130,45
L3,7,B,1200,B,g3,r24,g4,t16,-1,-10,7,56,8,1,0,0,0,1,-9,1,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,ss,145,-1,0.75,-10,-9,-10.75,-0.64,11,25.59,50.27,25.53,50.21,0,130,22
L2,7,B,1200,B,a1,r1,g3,t11,0,8,-3,67,13,1,0,0,1,3,3,11,0,0,0,0,0,0,22.5,FALSE,FALSE,FALSE,FALSE,TRUE,dd,92,-3.75,-6.75,-7.25,-3.5,-0.5,-1.23,5,24.08,46.93,23.99,46.84,0,129,8.7
L1,7,B,1200,B,a1,r1,g3,t11,0,8,-1,67,13,1,0,0,0,-1,-1,5,0,0,0,0,0,0,22.5,FALSE,FALSE,FALSE,FALSE,TRUE,ss,18,-4.5,-2.75,-3.25,1.25,-0.5,-0.2,8,23.78,47.15,23.54,46.91,34,129,101
L3,7,B,1200,B,a1,r1,g3,t11,-1,8,14,67,13,1,0,0,1,2,2,9,0,0,0,0,0,0,22.5,FALSE,FALSE,FALSE,FALSE,TRUE,tc,116,-4,-5,-11,-7,-6,-0.92,5,24.38,47.27,24.23,47.12,0,129,49
